"Sales
 Rank",Segment,Make,Model,Bodystyle,Category,12 Month Average,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25
14,SUV Medium < $60K,BYD,Sealion 7,SUV,Low RRP,"$54,990",,,,,,,,,,,,,,,,,,,"$54,990","$54,990","$54,990","$54,990","$54,990","$54,990","$54,990","$54,990"
14,SUV Medium < $60K,BYD,Sealion 7,SUV,Model Launch,,,,,,Facelift,,,,,,,,,,,,,,,,Facelift,,,New Variant,,
15,Small < $45K,Toyota,Corolla,Hatchback,Sales,1082,2213,1717,1292,1493,1492,1466,2005,1561,1431,1687,1489,1923,1445,892,922,1030,1005,1137,1114,1059,1106,1079,932,1320,1389,
15,Small < $45K,Toyota,Corolla,Hatchback,Segment Share,22.70%,33.48%,32.29%,26.76%,22.96%,29.07%,22.26%,30.50%,26.68%,23.50%,26.25%,22.28%,29.15%,24.24%,16.86%,17.61%,20.91%,21.12%,23.08%,24.84%,24.11%,25.71%,24.08%,17.24%,27.24%,29.59%,
15,Small < $45K,Toyota,Corolla,Hatchback,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Small < $45K,Toyota,Corolla,Hatchback,High CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Small < $45K,Toyota,Corolla,Hatchback,Low CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Small < $45K,Toyota,Corolla,Hatchback,High RRP,"$76,427","$76,427","$76,427","$76,427","$76,427","$76,427","$76,427","$76,427","$76,427","$76,427","$76,427","$76,427","$76,427","$76,427","$76,427","$76,427","$76,427","$76,427","$76,427","$76,427","$76,427","$76,427","$76,427","$76,427","$76,427","$76,427","$76,427"
15,Small < $45K,Toyota,Corolla,Hatchback,Low RRP,"$25,395","$25,395","$25,395","$25,395","$25,395","$25,395","$25,395","$25,395","$25,395","$25,395","$25,395","$25,395","$25,395","$25,395","$25,395","$25,395","$25,395","$25,395","$25,395","$25,395","$25,395","$25,395","$25,395","$25,395","$25,395","$25,395","$25,395"
15,Small < $45K,Toyota,Corolla,Hatchback,Model Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,PU/CC 4X4,Toyota,HiLux,Dual Cab Chassis,Sales,1285,1837,2153,2041,1953,1589,1224,1441,1490,1746,2095,1908,1603,1299,1198,1204,1049,921,999,1063,1139,1370,1532,1974,1612,1362,
16,PU/CC 4X4,Toyota,HiLux,Dual Cab Chassis,Segment Share,7.45%,9.87%,11.82%,10.14%,9.25%,7.63%,7.67%,8.02%,8.45%,10.78%,10.95%,9.02%,9.90%,7.74%,7.44%,7.41%,7.01%,6.22%,7.09%,6.43%,5.96%,8.72%,8.44%,8.02%,9.29%,7.35%,
16,PU/CC 4X4,Toyota,HiLux,Dual Cab Chassis,Retail Offer,,,,,,,,,,,,,Finance,Finance,Finance,Finance,,,,,,,,,,,
16,PU/CC 4X4,Toyota,HiLux,Dual Cab Chassis,High CPV,"$1,500",,,,,,,,,,,,"$1,500","$1,500","$1,500","$1,500",,,,,,,,,,,
16,PU/CC 4X4,Toyota,HiLux,Dual Cab Chassis,Low CPV,"$1,500",,,,,,,,,,,,"$1,500","$1,500","$1,500","$1,500",,,,,,,,,,,
16,PU/CC 4X4,Toyota,HiLux,Dual Cab Chassis,High RRP,"$61,680","$61,680","$61,680","$61,680","$61,680","$61,680","$61,680","$61,680","$61,680","$61,680","$61,680","$61,680","$61,680","$61,680","$61,680","$61,680","$61,680","$61,680","$61,680","$61,680","$61,680","$61,680","$61,680","$61,680","$61,680","$61,680","$61,680"
16,PU/CC 4X4,Toyota,HiLux,Dual Cab Chassis,Low RRP,"$48,735","$48,735","$48,735","$48,735","$48,735","$48,735","$48,735","$48,735","$48,735","$48,735","$48,735","$48,735","$48,735","$48,735","$48,735","$48,735","$48,735","$48,735","$48,735","$48,735","$48,735","$48,735","$48,735","$48,735","$48,735","$48,735","$48,735"
16,PU/CC 4X4,Toyota,HiLux,Dual Cab Chassis,Model Launch,,,Limited Edition,,,,,,,,,,,,,Limited Edition,Limited Edition,,,,,New Variant,,New Variant,,,
17,PU/CC 4X4,Isuzu,D-Max,Dual Cab Pick Up,Sales,1265,1832,1540,1827,2233,1646,1489,1489,952,742,1191,1300,1237,1354,1489,1338,1232,1372,1188,1039,1092,1127,1355,1436,1160,1350,
17,PU/CC 4X4,Isuzu,D-Max,Dual Cab Pick Up,Segment Share,7.48%,9.85%,8.47%,9.08%,10.57%,7.89%,9.33%,8.29%,5.39%,4.60%,6.22%,6.14%,7.64%,8.06%,9.26%,8.24%,8.23%,9.26%,8.43%,6.29%,5.71%,7.18%,7.45%,5.82%,6.67%,7.27%,
17,PU/CC 4X4,Isuzu,D-Max,Dual Cab Pick Up,Retail Offer,,,,,,,,,,,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway
17,PU/CC 4X4,Isuzu,D-Max,Dual Cab Pick Up,High CPV,"$8,300",,,,,,,,,,"$8,100","$9,581","$9,581","$9,581","$9,581","$9,581","$9,581","$9,581","$9,581","$8,100","$8,100","$7,100","$7,100","$7,100","$7,100","$7,100","$7,100"
17,PU/CC 4X4,Isuzu,D-Max,Dual Cab Pick Up,Low CPV,"$7,228",,,,,,,,,,"$8,100","$7,641","$7,641","$7,641","$7,641","$7,641","$7,645","$7,645","$7,645","$7,645","$7,645","$6,645","$6,645","$6,645","$6,645","$6,645",
17,PU/CC 4X4,Isuzu,D-Max,Dual Cab Pick Up,High RRP,"$77,453","$67,500","$67,500","$67,500","$67,500","$67,500","$67,500","$67,500","$67,500","$70,500","$70,500","$70,500","$70,500","$72,990","$72,990","$76,990","$76,990","$76,990","$76,990","$76,990","$76,990","$78,900","$78,900","$78,900","$78,900","$78,900","$78,900"
17,PU/CC 4X4,Isuzu,D-Max,Dual Cab Pick Up,Low RRP,"$50,700","$50,200","$50,200","$50,200","$50,200","$50,200","$50,200","$50,200","$50,200","$50,700","$50,700","$50,700","$50,700","$50,700","$50,700","$50,700","$50,700","$50,700","$50,700","$50,700","$50,700","$50,700","$50,700","$50,700","$50,700","$50,700","$50,700"
17,PU/CC 4X4,Isuzu,D-Max,Dual Cab Pick Up,Model Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,Facelift
18,SUV Medium < $60K,Hyundai,Tucson,SUV,Sales,1663,2084,1678,1762,1899,1390,1506,1687,1492,1548,1434,1795,1622,1548,1766,1803,1542,1318,1433,1472,1831,1410,1794,2332,1914,1340,
18,SUV Medium < $60K,Hyundai,Tucson,SUV,Segment Share,8.53%,11.93%,9.13%,10.01%,10.51%,8.99%,10.12%,9.58%,6.92%,8.62%,7.36%,8.69%,8.36%,7.35%,8.95%,9.47%,8.15%,6.72%,8.16%,7.83%,8.56%,8.40%,9.74%,10.53%,9.06%,6.75%,
18,SUV Medium < $60K,Hyundai,Tucson,SUV,Retail Offer,,,,,Factory Bonus,Factory Bonus,Factory Bonus,Factory Bonus,Factory Bonus,Factory Bonus,Factory Bonus,Factory Bonus,Factory Bonus,Factory Bonus,Factory Bonus,Driveaway,Driveaway,Driveaway,Cash Back,Cash Back,Cash Back,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway
18,SUV Medium < $60K,Hyundai,Tucson,SUV,High CPV,"$3,640",,,,"$1,500","$1,500","$1,500","$1,500","$1,500","$1,500","$1,500","$1,500","$3,000","$3,000","$3,000","$3,248","$3,248","$3,248","$3,748","$3,613","$3,613","$3,993","$3,993","$3,993","$3,993","$3,993","$9,713"
18,SUV Medium < $60K,Hyundai,Tucson,SUV,Low CPV,"$1,501",,,,"$1,500","$1,500","$1,500","$1,500",$750,$750,$750,$750,$750,"$2,000","$2,000",$538,$538,$538,$500,"$1,628","$1,628","$2,128","$2,128","$2,128","$2,128","$2,128",
18,SUV Medium < $60K,Hyundai,Tucson,SUV,High RRP,"$60,975","$54,650","$54,650","$54,650","$54,650","$54,650","$56,650","$56,650","$56,650","$56,650","$56,650","$61,100","$61,100","$61,100","$61,100","$61,100","$61,100","$61,100","$61,100","$61,100","$61,100","$61,100","$61,100","$61,100","$61,100","$59,600","$59,600"
18,SUV Medium < $60K,Hyundai,Tucson,SUV,Low RRP,"$39,017","$35,150","$35,150","$35,150","$35,150","$35,150","$35,650","$35,650","$35,650","$35,650","$35,650","$39,100","$39,100","$39,100","$39,100","$39,100","$39,100","$39,100","$39,100","$39,100","$39,100","$39,100","$39,100","$39,100","$39,100","$38,100","$38,100"
18,SUV Medium < $60K,Hyundai,Tucson,SUV,Model Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,SUV Light,Mazda,CX-3,SUV,Sales,1452,1115,1531,1085,1200,1252,1524,1232,1467,1416,1300,1598,1608,1675,1982,1631,1624,1404,1608,1509,1220,1053,1254,1577,1293,1269,
19,SUV Light,Mazda,CX-3,SUV,Segment Share,30.85%,29.90%,33.70%,26.80%,26.91%,34.23%,32.85%,24.01%,33.31%,33.64%,31.16%,38.87%,40.98%,32.42%,36.48%,31.28%,31.53%,31.00%,34.62%,32.52%,25.70%,26.90%,27.81%,31.00%,30.03%,31.30%,
19,SUV Light,Mazda,CX-3,SUV,Retail Offer,,,,,On-Roads,,,,Factory Bonus,Factory Bonus,Driveaway,Driveaway,Driveaway,Driveaway,Factory Bonus,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway
19,SUV Light,Mazda,CX-3,SUV,High CPV,"$1,270",,,,"$2,009",,,,$600,"$1,200","$1,119","$1,119","$1,119","$1,119","$1,619","$1,119","$1,119","$1,119","$1,119","$1,119","$1,119","$1,817","$1,817",$817,$817,"$1,641","$1,641"
19,SUV Light,Mazda,CX-3,SUV,Low CPV,"$1,045",,,,"$1,654",,,,,,"$1,119","$1,119","$1,119","$1,119","$1,119","$1,119","$1,119","$1,119","$1,119",$500,"$1,119","$1,242",$817,$817,$817,"$1,641",
19,SUV Light,Mazda,CX-3,SUV,High RRP,"$39,810","$39,810","$39,810","$39,810","$39,810","$39,810","$39,810","$39,810","$39,810","$39,810","$39,810","$39,810","$39,810","$39,810","$39,810","$39,810","$39,810","$39,810","$39,810","$39,810","$39,810","$39,810","$39,810","$39,810","$39,810","$39,810","$39,810"
19,SUV Light,Mazda,CX-3,SUV,Low RRP,"$23,510","$23,510","$23,510","$23,510","$23,510","$23,510","$23,510","$23,510","$23,510","$23,510","$23,510","$23,510","$23,510","$23,510","$23,510","$23,510","$23,510","$23,510","$23,510","$23,510","$23,510","$23,510","$23,510","$23,510","$23,510","$23,510","$23,510"
19,SUV Light,Mazda,CX-3,SUV,Model Launch,,,,Tech Change,,,,,,,,,,,,,,,Tech Change,,,,,,,,
20,SUV Small < $45K,Toyota,Corolla Cross,SUV,Sales,863,858,650,724,869,711,775,860,779,1180,957,594,860,633,450,371,639,804,922,1069,1220,1202,1359,516,533,1269,
20,SUV Small < $45K,Toyota,Corolla Cross,SUV,Segment Share,6.65%,6.31%,5.06%,5.83%,7.44%,7.23%,6.97%,6.79%,6.08%,10.80%,8.02%,4.42%,7.38%,5.98%,4.12%,3.32%,5.09%,7.48%,7.78%,7.76%,8.55%,9.97%,9.77%,3.26%,3.97%,8.78%,
20,SUV Small < $45K,Toyota,Corolla Cross,SUV,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,SUV Small < $45K,Toyota,Corolla Cross,SUV,High CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,SUV Small < $45K,Toyota,Corolla Cross,SUV,Low CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,SUV Small < $45K,Toyota,Corolla Cross,SUV,High RRP,"$50,270","$50,030","$50,030","$50,030","$50,030","$50,030","$50,030","$50,030","$50,030","$50,030","$50,030","$50,030","$50,030","$50,030","$50,030","$50,030","$50,030","$50,030","$50,030","$50,030","$50,030","$50,030","$50,030","$50,990","$50,990","$50,990","$50,990"
20,SUV Small < $45K,Toyota,Corolla Cross,SUV,Low RRP,"$33,980","$33,980","$33,980","$33,980","$33,980","$33,980","$33,980","$33,980","$33,980","$33,980","$33,980","$33,980","$33,980","$33,980","$33,980","$33,980","$33,980","$33,980","$33,980","$33,980","$33,980","$33,980","$33,980","$33,980","$33,980","$33,980","$33,980"
20,SUV Small < $45K,Toyota,Corolla Cross,SUV,Model Launch,,,,,,Tech Change,,,,,,,,,,,Limited Edition,,,,,,,,,,
21,PU/CC 4X4,BYD,Shark 6,Dual Cab Pick Up,Sales,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026,2810,1293,1302,2993,1233,1261,
21,PU/CC 4X4,BYD,Shark 6,Dual Cab Pick Up,Segment Share,5.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12.25%,14.71%,8.24%,7.16%,12.14%,7.11%,6.81%,
21,PU/CC 4X4,BYD,Shark 6,Dual Cab Pick Up,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,Finance,Finance,Cash Back,Driveaway,Driveaway
21,PU/CC 4X4,BYD,Shark 6,Dual Cab Pick Up,High CPV,"$4,055",,,,,,,,,,,,,,,,,,,,,,"$4,549","$4,086","$4,000","$3,587","$3,587"
21,PU/CC 4X4,BYD,Shark 6,Dual Cab Pick Up,Low CPV,"$3,055",,,,,,,,,,,,,,,,,,,,,,"$2,316","$2,316","$4,000","$3,587",
21,PU/CC 4X4,BYD,Shark 6,Dual Cab Pick Up,High RRP,"$57,900",,,,,,,,,,,,,,,"$57,900","$57,900","$57,900","$57,900","$57,900","$57,900","$57,900","$57,900","$57,900","$57,900","$57,900","$57,900"
21,PU/CC 4X4,BYD,Shark 6,Dual Cab Pick Up,Low RRP,"$57,900",,,,,,,,,,,,,,,"$57,900","$57,900","$57,900","$57,900","$57,900","$57,900","$57,900","$57,900","$57,900","$57,900","$57,900","$57,900"
21,PU/CC 4X4,BYD,Shark 6,Dual Cab Pick Up,Model Launch,,,,,,New Variant,,,,,,,,,New Model,,,,,,,,,,,,
22,Medium < $60K,Toyota,Camry,Sedan,Sales,731,1337,1089,925,1214,1312,1192,1552,1690,1873,2468,2013,1498,933,734,661,400,387,488,483,787,843,919,739,1156,1170,
22,Medium < $60K,Toyota,Camry,Sedan,Segment Share,57.11%,81.14%,77.62%,74.41%,77.57%,64.70%,57.36%,61.88%,71.27%,63.46%,65.91%,68.05%,65.04%,62.03%,61.89%,54.18%,41.66%,40.43%,62.41%,57.99%,63.31%,59.95%,60.78%,47.68%,73.39%,61.65%,
22,Medium < $60K,Toyota,Camry,Sedan,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Medium < $60K,Toyota,Camry,Sedan,High CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Medium < $60K,Toyota,Camry,Sedan,Low CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Medium < $60K,Toyota,Camry,Sedan,High RRP,"$53,990","$50,320","$50,320","$50,320","$50,320","$50,320","$50,320","$51,417","$51,417","$51,417","$51,417","$51,417","$51,417","$51,417","$53,990","$53,990","$53,990","$53,990","$53,990","$53,990","$53,990","$53,990","$53,990","$53,990","$53,990","$53,990","$53,990"
22,Medium < $60K,Toyota,Camry,Sedan,Low RRP,"$35,051","$34,320","$34,320","$34,320","$34,320","$34,320","$34,320","$35,051","$35,051","$35,051","$35,051","$35,051","$35,051","$35,051","$35,051","$35,051","$35,051","$35,051","$35,051","$35,051","$35,051","$35,051","$35,051","$35,051","$35,051","$35,051","$35,051"
22,Medium < $60K,Toyota,Camry,Sedan,Model Launch,,,,,New Variant,,,,,,,,,,,,,Limited Edition,,,,,,,,,
23,SUV Medium < $60K,Nissan,X-Trail,SUV,Sales,1369,1533,1784,1210,1361,940,929,2508,2161,1219,1194,1438,1228,1201,995,1030,1495,2096,1122,1494,1945,1615,1033,1344,1095,1167,
23,SUV Medium < $60K,Nissan,X-Trail,SUV,Segment Share,7.06%,8.77%,9.74%,6.88%,7.52%,6.09%,6.27%,14.24%,10.02%,6.79%,6.11%,6.98%,6.31%,5.70%,5.06%,5.40%,7.89%,10.62%,6.39%,7.95%,9.09%,9.59%,5.60%,6.06%,5.18%,5.87%,
23,SUV Medium < $60K,Nissan,X-Trail,SUV,Retail Offer,,,Finance,Finance,Finance,Finance,Finance;Servicing,Finance;Servicing,Finance;Servicing,Finance,Finance,Finance,Driveaway,Driveaway,Factory Bonus,Finance,Finance;Cash Back,Finance;Cash Back,Cash Back;Warranty,Cash Back;Warranty,Finance;Warranty,Warranty;Servicing,Finance;Warranty,Finance;Cash Back,Driveaway,Factory Bonus,Factory Bonus
23,SUV Medium < $60K,Nissan,X-Trail,SUV,High CPV,"$5,670",,"$1,696","$1,149",$750,$750,"$3,514","$6,161","$3,505","$1,623","$4,190","$4,475","$5,365","$5,365","$7,365","$2,458","$4,542","$4,468","$7,500","$7,500","$8,285","$3,640","$7,242","$7,268","$1,460","$6,313","$6,313"
23,SUV Medium < $60K,Nissan,X-Trail,SUV,Low CPV,"$2,335",,"$1,211",$820,$536,$536,"$2,835","$2,814","$2,828","$1,158","$1,068","$2,935","$1,834","$2,970","$1,834","$1,619","$1,674","$1,626","$3,000","$6,500","$6,320",,"$1,000","$1,000",$558,$550,
23,SUV Medium < $60K,Nissan,X-Trail,SUV,High RRP,"$58,784","$57,690","$57,690","$57,690","$57,690","$57,690","$57,690","$57,690","$58,490","$58,490","$58,490","$58,490","$58,990","$58,990","$58,990","$58,990","$58,990","$58,990","$58,990","$59,265","$59,265","$59,265","$59,265","$59,265","$57,065","$57,065","$57,065"
23,SUV Medium < $60K,Nissan,X-Trail,SUV,Low RRP,"$32,665","$32,665","$32,665","$32,665","$32,665","$32,665","$32,665","$32,665","$32,665","$32,665","$32,665","$32,665","$32,665","$32,665","$32,665","$32,665","$32,665","$32,665","$32,665","$32,665","$32,665","$32,665","$32,665","$32,665","$32,665","$32,665","$32,665"
23,SUV Medium < $60K,Nissan,X-Trail,SUV,Model Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,SUV Medium < $60K,GWM,Haval H6,SUV,Sales,1120,1028,1160,875,1271,1333,909,993,1189,1039,1158,1227,849,842,1183,1029,964,1034,959,1094,1380,986,1212,1278,1168,1147,
24,SUV Medium < $60K,GWM,Haval H6,SUV,Segment Share,5.75%,5.87%,6.32%,4.98%,7.04%,8.64%,6.12%,5.65%,5.51%,5.80%,5.94%,5.96%,4.38%,4.01%,6.00%,5.41%,5.06%,5.26%,5.46%,5.81%,6.44%,5.86%,6.59%,5.77%,5.53%,5.79%,
24,SUV Medium < $60K,GWM,Haval H6,SUV,Retail Offer,,Driveaway,Driveaway,Cash Back,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Servicing,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway
24,SUV Medium < $60K,GWM,Haval H6,SUV,High CPV,"$6,841","$1,490","$3,000","$4,500","$2,500","$2,500","$2,500","$2,500","$2,500","$2,500","$2,500","$2,500","$3,500","$2,500","$3,500","$4,640","$5,780","$9,245","$9,245","$9,245","$9,245","$6,640","$6,640","$6,640","$5,640","$5,640","$5,640"
24,SUV Medium < $60K,GWM,Haval H6,SUV,Low CPV,"$2,833",$500,$500,$990,"$1,000","$1,000","$1,000","$1,000","$1,000","$1,000","$1,000","$1,000","$1,000","$1,000","$1,000","$3,000","$3,000","$3,000","$3,000","$3,000","$3,000","$3,000","$3,000","$3,000","$3,000","$3,000",
24,SUV Medium < $60K,GWM,Haval H6,SUV,High RRP,"$52,740","$46,490","$46,490","$46,490","$46,490","$46,490","$46,490","$46,490","$46,490","$44,990","$44,990","$44,990","$44,990","$44,990","$44,990","$43,990","$55,990","$55,990","$53,990","$53,990","$53,990","$53,990","$53,990","$53,990","$53,990","$53,990","$53,990"
24,SUV Medium < $60K,GWM,Haval H6,SUV,Low RRP,"$32,823","$33,990","$33,990","$33,990","$33,990","$33,990","$33,990","$33,990","$33,990","$31,990","$31,990","$31,990","$31,990","$31,990","$31,990","$30,990","$30,990","$30,990","$30,990","$33,990","$33,990","$33,990","$33,990","$33,990","$33,990","$33,990","$33,990"
24,SUV Medium < $60K,GWM,Haval H6,SUV,Model Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,SUV Upper Large < $120K,Toyota,LandCruiser 300,SUV,Sales,863,1509,1260,1316,1315,1092,1340,1487,1130,1073,1351,1151,1388,1305,955,1047,929,631,332,172,46,907,1898,1048,1278,1109,
25,SUV Upper Large < $120K,Toyota,LandCruiser 300,SUV,Segment Share,46.45%,54.73%,46.93%,57.66%,51.45%,53.89%,65.02%,55.42%,56.12%,62.41%,61.38%,56.15%,60.64%,59.03%,54.12%,50.72%,45.99%,41.83%,30.76%,19.56%,4.55%,55.67%,68.69%,54.27%,64.64%,66.57%,
25,SUV Upper Large < $120K,Toyota,LandCruiser 300,SUV,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,SUV Upper Large < $120K,Toyota,LandCruiser 300,SUV,High CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,SUV Upper Large < $120K,Toyota,LandCruiser 300,SUV,Low CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,SUV Upper Large < $120K,Toyota,LandCruiser 300,SUV,High RRP,"$146,257","$143,101","$143,101","$143,101","$143,101","$143,101","$143,101","$146,876","$146,876","$146,876","$146,876","$146,876","$146,876","$145,791","$145,791","$145,791","$145,791","$145,791","$145,791","$145,791","$145,791","$146,910","$146,910","$146,910","$146,910","$146,910","$146,910"
25,SUV Upper Large < $120K,Toyota,LandCruiser 300,SUV,Low RRP,"$97,407","$94,301","$94,301","$94,301","$94,301","$94,301","$94,301","$98,076","$98,076","$98,076","$98,076","$98,076","$98,076","$96,991","$96,991","$96,991","$96,991","$96,991","$96,991","$96,991","$96,991","$97,990","$97,990","$97,990","$97,990","$97,990","$97,990"
25,SUV Upper Large < $120K,Toyota,LandCruiser 300,SUV,Model Launch,,,Tech Change,,Facelift,,,,,,,,,,,,,,,,Tech Change,,,,,,
26,SUV Small < $45K,Mazda,CX-30,SUV,Sales,1043,1132,1205,1646,1081,807,1040,944,947,927,1010,1306,1263,1148,1196,1022,967,902,1085,1083,893,853,991,1297,1264,968,
26,SUV Small < $45K,Mazda,CX-30,SUV,Segment Share,8.16%,8.31%,9.39%,13.29%,9.26%,8.20%,9.33%,7.46%,7.38%,8.48%,8.46%,9.73%,10.83%,10.84%,10.90%,9.14%,7.68%,8.40%,9.13%,7.86%,6.26%,7.07%,7.13%,8.16%,9.44%,6.70%,
26,SUV Small < $45K,Mazda,CX-30,SUV,Retail Offer,,,,,On-Roads,,,,Factory Bonus,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Factory Bonus,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway
26,SUV Small < $45K,Mazda,CX-30,SUV,High CPV,"$2,578",,,,"$2,221",,,,$800,"$1,494","$1,494","$1,494","$1,494","$3,318","$3,818","$3,318","$2,318","$2,318","$2,318","$2,318","$2,318","$2,442","$2,442","$2,442","$2,442","$2,442","$2,442"
26,SUV Small < $45K,Mazda,CX-30,SUV,Low CPV,"$2,490",,,,"$1,798",,,,,"$1,200","$1,494","$1,494","$1,494","$3,318","$3,318","$2,318","$2,318","$2,318","$2,318",,,,,"$2,442","$2,442","$2,442",
26,SUV Small < $45K,Mazda,CX-30,SUV,High RRP,"$48,710","$48,710","$48,710","$48,710","$48,710","$48,710","$48,710","$48,710","$48,710","$48,710","$48,710","$48,710","$48,710","$48,710","$48,710","$48,710","$48,710","$48,710","$48,710","$48,710","$48,710","$48,710","$48,710","$48,710","$48,710","$48,710","$48,710"
26,SUV Small < $45K,Mazda,CX-30,SUV,Low RRP,"$30,610","$30,610","$30,610","$30,610","$30,610","$30,610","$30,610","$30,610","$30,610","$30,610","$30,610","$30,610","$30,610","$30,610","$30,610","$30,610","$30,610","$30,610","$30,610","$30,610","$30,610","$30,610","$30,610","$30,610","$30,610","$30,610","$30,610"
26,SUV Small < $45K,Mazda,CX-30,SUV,Model Launch,,,,,,,,,,,,New Model,,,,,,,,,,,,,,,
27,SUV Large < $80K,Isuzu,MU-X,SUV,Sales,1286,1431,1047,962,1161,1154,1217,1751,1886,1876,1789,1564,1452,1376,1317,1356,1206,1188,786,713,1420,1223,1643,2033,1635,909,
27,SUV Large < $80K,Isuzu,MU-X,SUV,Segment Share,11.11%,12.69%,9.13%,7.90%,9.79%,10.40%,11.70%,17.07%,17.62%,19.03%,17.03%,14.37%,14.31%,15.50%,13.80%,14.38%,9.59%,10.19%,7.66%,6.84%,11.02%,11.48%,12.44%,14.08%,13.69%,8.12%,
27,SUV Large < $80K,Isuzu,MU-X,SUV,Retail Offer,,,,,,,,,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,Driveaway,
27,SUV Large < $80K,Isuzu,MU-X,SUV,High CPV,"$7,000",,,,,,,,"$8,934","$8,934","$6,934","$6,934","$6,934","$6,934","$6,934","$6,934","$6,934","$6,934","$6,934",,"$7,054","$7,054","$7,054","$7,054","$7,054","$7,054",
27,SUV Large < $80K,Isuzu,MU-X,SUV,Low CPV,"$6,340",,,,,,,,"$8,934",$662,"$6,934","$6,934","$6,182","$6,182","$6,182","$6,362","$6,362","$6,362","$6,362",,"$6,212","$6,212","$6,212","$6,212","$6,212","$7,054",
27,SUV Large < $80K,Isuzu,MU-X,SUV,High RRP,"$73,847","$65,990","$65,990","$65,990","$65,990","$65,990","$65,990","$65,990","$69,400","$69,400","$69,400","$69,400","$69,400","$69,400","$69,400","$73,990","$73,990","$73,990","$73,990","$74,400","$74,400","$74,400","$74,400","$74,400","$74,400","$74,400","$74,400"
27,SUV Large < $80K,Isuzu,MU-X,SUV,Low RRP,"$47,983","$48,900","$48,900","$48,900","$48,900","$48,900","$48,900","$48,900","$47,400","$47,400","$47,400","$47,400","$47,400","$47,400","$47,400","$47,400","$47,400","$47,400","$47,400","$48,400","$48,400","$48,400","$48,400","$48,400","$48,400","$48,400","$48,400"
27,SUV Large < $80K,Isuzu,MU-X,SUV,Model Launch,,,,,,,,Facelift,,,,,,Limited Edition,,,,Limited Edition,Limited Edition,,,,,,,,Limited Edition
28,People Movers < $70K,Kia,Carnival,MPV,Sales,900,913,1123,901,665,1001,651,464,592,647,925,1293,1033,990,1038,870,909,668,589,897,916,811,987,973,1240,899,
28,People Movers < $70K,Kia,Carnival,MPV,Segment Share,82.33%,88.73%,91.52%,87.39%,83.87%,85.35%,83.79%,76.33%,80.55%,83.27%,81.78%,88.58%,85.59%,85.66%,86.85%,79.72%,80.32%,82.16%,79.71%,85.02%,83.57%,80.70%,81.23%,82.33%,86.83%,79.52%,
28,People Movers < $70K,Kia,Carnival,MPV,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,People Movers < $70K,Kia,Carnival,MPV,High CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
